418,14
418,4
418,12
419,15
419,23
419,1
420,19
420,15
421,17
422,5
422,1
422,11
423,14
424,9
424,21
425,25
425,9
425,14
426,17
426,25
427,21
427,11
428,23
429,2
430,5
431,23
431,9
432,2
432,19
433,13
433,5
434,9
435,16
435,19
436,18
437,3
437,4
437,15
438,2
438,1
439,15
439,8
440,13
440,21
440,6
441,1
442,13
443,1
443,3
443,23
444,15
444,24
444,19
445,4
445,15
445,19
446,22
446,4
446,23
447,19
448,5
449,24
450,24
451,17
452,17
452,1
452,18
453,7
454,3
455,21
455,4
455,1
456,5
457,14
457,1
457,5
458,24
458,1
459,8
460,6
460,1
460,22
461,25
461,1
462,13
462,7
462,9
463,13
463,9
464,13
464,6
465,12
466,13
467,2
467,24
467,1
468,24
468,7
468,5
469,17
469,2
469,8
470,18
471,13
472,16
473,2
473,6
473,23
474,18
474,7
474,21
475,2
476,21
477,23
477,9
477,7
478,17
478,5
478,14
479,18
480,21
480,5
480,4
481,22
482,9
483,24
484,7
485,16
486,22
486,1
487,6
487,23
488,22
488,24
488,12
489,7
489,9
490,14
490,18
491,1
491,4
492,2
493,4
493,17
493,1
494,3
494,6
495,1
496,25
497,17
497,1
498,8
498,11
498,1
499,6
500,22
501,14
502,5
502,1
503,21
503,13
503,17
504,1
504,7
504,11
505,17
505,14
506,2
506,18
507,2
507,9
508,22
508,17
508,2
509,11
509,23
509,6
510,21
511,15
512,11
512,7
512,12
513,6
513,3
513,5
514,8
515,21
515,14
515,12
516,2
517,17
517,3
517,22
518,11
518,1
519,9
520,16
520,3
521,3
522,22
522,14
523,17
524,24
524,1
524,5
525,7
525,5
526,3
527,3
527,2
527,22
528,24
529,2
529,6
530,2
530,25
531,21
531,24
531,17
532,2
532,13
533,12
534,25
535,11
535,5
535,15
536,1
537,18
537,25
537,1
538,11
538,6
538,1
539,6
539,13
539,25
540,19
540,5
540,3
541,15
541,25
542,1
543,9
543,8
543,22
544,13
544,21
545,7
545,6
545,14
546,8
547,14
548,12
549,15
549,9
549,3
550,2
550,5
550,22
551,25
551,11
552,8
552,14
552,21
553,23
554,1
555,2
556,15
556,17
556,16
557,12
557,1
557,19
558,6
558,1
559,17
560,14
561,12
561,19
562,16
563,23
563,3
563,13
564,5
565,21
565,13
566,16
567,11
568,3
568,9
568,6
569,2
569,1
570,1
570,8
571,1
571,16
571,17
572,16
572,13
573,7
573,2
574,25
574,9
574,24
575,14
575,22
576,17
577,1
577,6
578,9
579,16
579,13
580,22
581,8
582,19
583,21
584,18
585,1
586,6
586,16
587,16
587,19
587,8
588,7
589,13
589,9
589,22
590,19
590,22
590,4
591,9
591,12
592,12
593,3
594,12
594,19
595,23
595,14
596,2
596,16
596,19
597,23
598,1
598,17
598,21
599,12
599,13
599,1
600,25
600,23
600,9
601,6
601,1
602,4
602,19
603,3
603,23
603,21
604,15
605,6
605,11
606,2
606,8
607,2
608,11
609,16
609,1
609,14
610,16
610,11
611,3
611,25
611,14
612,13
612,23
613,22
614,22
614,16
614,19
615,18
615,5
615,11
616,13
617,23
617,17
617,2
618,25
619,21
619,16
619,9
620,6
620,15
620,7
621,21
621,16
622,19
622,7
623,24
623,2
623,11
624,12
624,11
625,18
625,1
626,11
627,2
627,14
627,18
628,19
628,18
628,13
629,21
629,18
629,2
630,8
630,1
631,12
632,6
632,22
632,18
633,17
634,22
634,2
634,6
635,8
635,1
636,3
637,18
638,4
638,22
638,12
639,25
640,25
640,14
641,2
642,13
642,25
643,18
644,14
644,3
645,24
646,21
646,2
646,1
647,21
647,9
648,21
648,16
648,24
649,1
650,13
650,2
650,25
651,7
651,12
652,14
652,16
652,23
653,1
653,9
654,21
655,2
656,8
657,3
657,18
657,16
658,24
658,7
659,2
659,17
660,23
661,24
661,11
662,7
663,16
664,5
664,14
664,21
665,22
666,4
666,25
667,4
667,8
668,1
669,15
669,22
670,21
670,5
671,6
671,19
671,15
672,12
673,4
673,5
673,14
674,24
674,1
675,14
675,1
676,21
676,16
676,6
677,1
677,8
677,4
678,12
678,2
679,3
680,12
680,13
681,11
681,7
681,14
682,11
682,3
682,15
683,18
683,8
683,25
684,7
684,12
684,5
685,18
685,9
686,1
686,1
687,2
687,23
688,2
688,4
688,22
689,2
689,17
690,25
690,23
690,22
691,18
691,6
691,5
692,6
692,25
692,17
693,4
694,14
695,15
696,14
696,21
696,18
697,16
698,22
698,1
699,2
699,8
700,5
701,2
702,19
702,3
703,24
703,13
704,9
704,22
705,1
706,16
706,9
706,13
707,7
707,4
707,9
708,2
708,12
708,2
709,2
709,11
710,16
710,13
711,18
712,7
712,11
712,22
713,24
713,1
714,8
714,16
714,19
715,1
716,14
716,23
717,23
717,9
718,6
719,4
719,7
720,9
720,17
720,6
721,1
721,24
721,21
722,12
722,7
722,18
723,18
723,19
724,6
725,5
725,2
725,7
726,19
726,8
726,2
727,8
727,3
728,12
728,1
729,3
729,24
730,6
730,2
731,2
732,23
732,1
733,4
733,2
734,17
735,17
736,1
737,8
738,22
739,15
740,25
740,7
741,2
741,6
741,8
742,14
742,21
742,25
743,11
743,8
744,25
744,4
744,2
745,4
746,3
746,14
746,15
747,24
748,21
749,2
750,7
750,2
750,5
751,5
751,2
751,8
752,1
752,4
752,25
753,8
754,13
754,19
755,15
755,6
756,1
756,23
757,1
758,6
758,23
759,9
759,21
759,12
760,7
761,24
761,7
762,13
763,24
763,12
764,25
764,4
765,4
765,16
765,9
766,14
766,24
767,1
767,2
767,19
768,1
768,24
768,15
769,3
769,23
770,16
770,12
770,8
771,11
771,1
772,6
772,8
772,18
773,24
773,8
774,15
774,9
775,3
776,1
776,21
777,6
777,5
777,25
778,19
778,23
778,1
779,25
779,24
780,21
781,23
781,4
782,7
783,8
784,12
784,22
784,7
785,7
785,14
786,17
786,25
787,19
787,7
787,9
788,23
788,25
788,4
789,8
790,11
791,23
791,18
791,7
792,14
792,2
793,11
793,1
793,22
794,11
795,7
796,1
796,21
796,15
797,15
798,12
798,24
798,19
799,18
800,11
800,15
801,2
802,2
802,12
802,24
803,1
803,17
803,18
804,17
805,1
805,12
805,25
806,3
807,6
807,1
807,24
808,19
809,7
809,14
809,4
810,16
810,3
810,23
811,11
812,23
812,1
812,5
813,16
813,22
814,17
814,14
815,12
815,1
815,13
816,2
817,24
817,21
817,14
818,6
819,1
820,11
820,13
821,1
821,4
822,12
823,24
823,22
824,2
825,4
826,5
826,17
826,8
827,2
827,25
827,22
828,13
828,18
829,12
829,1
829,2
830,25
831,9
831,15
832,1
833,19
833,3
833,17
834,9
834,2
834,12
835,12
836,8
837,4
837,11
837,15
838,1
838,6
838,2
839,3
839,1
839,12
840,16
840,21
841,13
842,18
842,15
843,21
843,13
844,19
844,5
845,12
845,13
845,11
846,1
846,6
847,11
848,9
848,14
848,12
849,3
849,7
850,3
850,17
850,11
851,15
852,12
852,24
853,12
853,15
853,2
854,18
854,1
855,18
856,12
857,5
857,3
858,21
858,13
859,16
859,6
860,19
861,11
861,23
862,13
863,15
863,9
863,12
864,17
865,6
865,18
865,13
866,19
866,23
866,11
867,16
867,18
868,18
868,23
868,3
869,1
869,16
869,2
870,21
870,16
871,16
871,25
872,13
872,6
873,5
874,9
874,5
874,2
875,2
875,11
875,24
876,21
876,4
877,17
877,2
878,15
878,2
879,4
879,2
880,22
880,2
881,14
881,21
882,7
882,21
882,24
883,15
883,9
884,2
885,18
886,8
887,25
888,11
889,16
890,22
890,23
890,9
891,9
891,3
891,19
892,2
892,6
893,11
893,2
894,1
894,16
894,12
895,5
896,17
896,2
896,9
897,15
898,14
899,24
899,14
899,3
900,12
900,24
901,21
901,17
901,15
902,24
903,3
904,25
905,13
905,1
905,8
906,22
906,2
906,25
907,19
907,8
908,25
909,22
910,19
910,21
910,25
911,11
912,8
912,18
912,2
913,19
913,17
914,19
915,7
915,23
916,19
917,15
918,1
919,3
919,22
920,6
920,17
920,2
921,21
921,4
921,9
922,7
922,9
922,19
923,19
924,13
924,15
924,3
925,4
926,19
927,22
928,7
928,12
928,24
929,1
929,23
929,21
930,8
930,7
930,11
931,2
931,14
931,23
932,11
932,2
933,1
933,2
933,5
934,16
934,25
934,24
935,15
936,2
937,16
937,22
938,21
938,17
939,1
939,6
939,8
940,25
941,1
942,23
943,1
943,14
943,5
944,1
944,24
944,19
945,18
945,2
946,14
947,1
947,23
947,25
948,24
948,16
949,19
949,9
950,17
950,1
950,14
951,7
951,13
952,12
952,9
953,24
953,8
953,6
954,19
954,2
955,1
955,1
955,2
956,25
956,6
956,8
957,8
957,1
958,16
958,13
959,8
959,5
960,25
961,5
961,22
961,1
962,11
963,5
964,13
964,1
964,21
965,23
965,1
965,16
966,4
966,1
966,14
967,23
967,9
968,4
969,9
969,19
970,9
971,7
971,13
972,12
972,7
973,15
973,7
973,24
974,7
975,13
975,25
976,12
976,8
977,6
977,9
977,5
978,4
978,23
979,4
979,17
980,1
980,12
981,14
981,16
981,1
982,9
982,14
982,5
983,13
983,7
983,2
984,25
984,3
984,6
985,8
985,4
985,15
986,8
987,7
988,1
989,5
990,3
991,22
991,2
992,19
992,24
992,6
993,2
993,1
994,2
994,3
994,17
995,17
995,13
996,19
996,8
997,5
997,1
998,14
998,23
998,25
999,22
1000,2
1000,9
1001,1
1001,5
1002,1
1002,12
1003,19
1003,16
1003,17
1004,17
1004,6
1004,11
1005,6
1005,2
1005,12
1006,3
1006,22
1006,1
1007,25
1007,2
1008,16
1009,24
1009,16
1010,2
1011,2
1011,14
1012,1
1013,25
1013,11
1014,15
1014,22
1015,1
1016,19
1016,3
1016,11
1017,14
1018,21
1019,8
1019,9
1020,1
1020,8
1020,17
1021,14
1021,16
1022,25
1023,4
1023,13
1024,11
1024,3
1024,24
1025,22
1026,2
1026,8
1027,18
1027,8
1028,24
1028,25
1029,1
1029,15
1030,24
1030,17
1030,22
1031,17
1031,4
1032,4
1033,11
1033,17
1033,16
1034,2
1034,15
1035,6
1035,4
1035,16
1036,13
1037,1
1038,2
1039,6
1039,23
1040,8
1040,19
1041,25
1041,22
1041,6
1042,11
1043,2
1043,1
1043,18
1044,7
1044,3
1045,21
1045,11
1046,15
1046,16
1047,23
1048,17
1049,11
1050,9
1050,7
1051,15
1051,24
1051,8
1052,5
1053,12
1053,4
1053,14
1054,5
1054,4
1055,6
1056,24
1057,6
1057,8
1058,18
1058,19
1058,24
1059,7
1060,5
1060,25
1061,1
1061,18
1061,16
1062,1
1063,2
1064,18
1064,24
1065,9
1066,5
1066,23
1066,4
1067,23
1067,5
1068,7
1068,19
1069,21
1070,2
1070,23
1070,3
1071,22
1071,11
1072,16
1072,4
1073,24
1073,8
1074,7
1074,24
1075,24
1075,11
1075,23
1076,7
1076,2
1077,24
1077,19
1077,4
1078,8
1078,11
1078,24
1079,15
1079,21
1080,18
1080,25
1080,21
1081,16
1081,2
1082,22
1082,25
1083,24
1084,2
1085,17
1085,7
1086,21
1087,6
1088,25
1089,5
1089,7
1089,13
1090,3
1090,11
1090,25
1091,7
1091,4
1092,23
1092,14
1093,18
1093,21
1093,17
1094,9
1095,9
1095,1
1095,2
1096,19
1096,15
1097,25
1097,23
1097,16
1098,21
1098,18
1099,21
1100,11
1100,2
1100,14
1101,8
1102,24
1103,18
1103,1
1104,11
1105,25
1106,4
1106,7
1107,7
1107,11
1108,18
1108,22
1109,21
1109,8
1110,12
1110,15
1110,25
1111,1
1112,1
1113,11
1114,3
1114,18
1114,12
1115,2
1115,5
1116,9
1116,1
1116,19
1117,19
1118,6
1118,24
1118,22
1119,18
1119,1
1119,11
1120,22
1120,1
1121,5
1122,1
1122,14
1122,19
1123,16
1124,24
1124,5
1125,15
1126,1
1126,25
1127,16
1127,25
1127,2
1128,18
1129,25
1130,24
1130,9
1130,18
1131,14
1131,17
1131,8
1132,17
1133,17
1134,18
1135,12
1135,22
1136,4
1136,13
1137,16
1137,21
1137,23
1138,21
1138,9
1138,1
1139,15
1139,3
1140,13
1141,6
1141,2
1141,23
1142,1
1142,18
1143,15
1143,21
1143,19
1144,2
1144,5
1144,1
1145,15
1146,11
1146,17
1147,6
1147,16
1147,12
1148,6
1148,21
1149,1
1149,9
1150,15
1150,2
1150,22
1151,19
1152,2
1152,18
1152,12
1153,12
1153,19
1154,3
1154,6
1155,2
1155,21
1156,8
1156,15
1156,22
1157,12
1157,6
1157,24
1158,2
1158,21
1158,14
1159,14
1160,19
1160,11
1161,22
1161,17
1162,14
1163,2
1163,4
1163,12
1164,6
1164,15
1165,4
1165,17
1165,2
1166,7
1166,11
1167,14
1167,21
1168,2
1168,7
1169,14
1170,2
1170,4
1171,17
1172,2
1173,23
1173,21
1173,13
1174,17
1175,22
1175,4
1176,23
1176,12
1177,16
1178,25
1178,5
1179,15
1180,11
1180,2
1181,21
1182,1
1183,23
1183,6
1183,12
1184,4
1184,7
1184,13
1185,21
1185,5
1186,14
1186,16
1187,17
1187,15
1187,25
1188,1
1189,12
1189,1
1189,7
1190,12
1191,7
1191,24
1192,17
1192,16
1192,6
1193,19
1194,21
1194,13
1194,1
1195,16
1195,23
1196,13
1196,2
1196,18
1197,2
1198,2
1198,23
1198,22
1199,3
1199,2
1200,5
1200,15
1200,2
1201,7
1201,15
1202,3
1202,17
1203,17
1203,24
1203,6
1204,16
1205,5
1205,11
1205,1
1206,19
1207,4
1208,1
1208,21
1208,4
1209,21
1209,2
1209,22
1210,24
1210,12
1210,16
1211,17
1212,4
1212,11
1212,7
1213,15
1214,5
1214,16
1215,4
1215,6
1216,17
1217,15
1217,12
1218,2
1218,2
1218,1
1219,17
1220,2
1221,11
1222,22
1223,17
1223,8
1224,9
1225,2
1225,16
1226,19
1226,3
1226,2
1227,12
1227,14
1228,21
1228,3
1229,1
1229,11
1230,23
1230,15
1230,16
1231,12
1232,25
1233,9
1233,3
1233,4
1234,22
1235,3
1235,2
1236,4
1236,7
1237,9
1238,14
1238,17
1238,19
1239,1
1240,2
1241,2
1242,11
1243,3
1243,21
1244,19
1244,4
1245,18
1246,19
1247,14
1248,1
1248,11
1249,6
1250,23
1250,5
1250,18
1251,13
1251,21
1252,1
1252,14
1253,5
1254,23
1254,1
1255,2
1256,16
1256,4
1256,18
1257,12
1258,3
1258,21
1259,5
1259,2
1260,11
1261,9
1261,2
1261,19
1262,24
1263,25
1263,15
1263,23
1264,1
1264,8
1264,9
1265,15
1265,23
1265,16
1266,7
1267,18
1267,19
1267,1
1268,12
1268,19
1269,21
1269,22
1270,25
1271,6
1271,8
1271,21
1272,3
1273,11
1274,15
1274,23
1274,3
1275,23
1276,24
1276,1
1276,22
1277,9
1277,25
1278,2
1279,4
1280,8
1281,5
1282,2
1283,6
1283,22
1283,19
1284,9
1285,16
1285,15
1285,22
1286,13
1286,6
1287,18
1287,16
1288,12
1289,15
1289,25
1290,6
1291,6
1292,14
1292,2
1293,12
1293,19
1293,11
1294,17
1294,16
1295,17
1296,16
1297,18
1298,15
1298,18
1299,5
1299,1
1299,19
1300,17
1300,8
1301,5
1302,16
1302,18
1303,11
1303,7
1304,5
1305,13
1305,1
1306,2
1306,12
1306,19
1307,6
1308,15
1308,12
1308,23
1309,25
1309,2
1310,8
1310,9
1310,2
1311,13
1312,9
1313,21
1313,18
1314,2
1314,17
1314,5
1315,21
1315,23
1316,16
1316,21
1316,1
1317,18
1317,7
1318,23
1318,22
1318,2
1319,3
1319,1
1320,23
1320,17
1321,18
1321,7
1321,17
1322,2
1322,18
1322,3
1323,23
1323,8
1324,14
1324,6
1325,11
1326,12
1327,5
1327,18
1327,3
1328,19
1328,1
1329,24
1330,1
1331,22
1332,18
1332,13
1332,17
1333,15
1333,25
1334,21
1334,2
1335,12
1336,18
1336,1
1337,8
1337,21
1337,17
1338,24
1338,17
1338,25
1339,23
1339,14
1339,9
1340,6
1340,8
1340,25
1341,24
1342,17
1342,12
1343,5
1343,14
1344,6
1344,12
1344,1
1345,23
1345,2
1346,21
1347,7
1348,8
1349,2
1349,16
1350,22
1351,11
1351,22
1352,21
1352,2
1352,1
1353,16
1353,1
1353,11
1354,15
1355,2
1355,6
1356,6
1357,15
1357,25
1358,2
1359,3
1359,22
1359,25
1360,24
1360,11
1360,13
1361,17
1362,6
1362,8
1362,9
1363,22
1363,6
1363,8
1364,5
1365,22
1365,7
1365,5
1366,1
1366,3
1367,11
1367,15
1368,16
1369,16
1369,21
1369,2
1370,24
1371,19
1372,3
1372,7
1373,6
1373,21
1374,12
1375,24
1375,4
1375,14
1376,1
1377,22
1378,24
1378,3
1379,2
1379,25
1379,13
1380,2
1380,18
1381,24
1382,18
1383,16
1384,1
1385,13
1386,25
1386,14
1386,8
1387,12
1388,6
1388,13
1388,14
1389,16
1389,18
1390,1
1390,2
1391,9
1391,23
1392,25
1392,9
1392,11
1393,3
1394,2
1394,15
1395,16
1395,7
1395,19
1396,1
1396,24
1397,13
1397,8
1398,12
1398,22
1398,24
1399,8
1399,22
1400,7
1401,23
1401,22
1401,24
1402,13
1403,3
1403,21
1403,12
1404,18
1404,4
1405,5
1406,3
1407,24
1407,1
1408,18
1408,25
1408,2
1409,4
1409,23
1410,25
1410,16
1411,21
1411,19
1412,19
1413,7
1414,4
1415,3
1415,15
1415,7
1416,22
1416,25
1417,3
1418,13
1419,7
1419,15
1420,21
1420,25
1421,25
1421,14
1421,13
1422,2
1422,23
1422,19
1423,21
1423,24
1423,19
1424,25
1424,2
1425,14
1425,11
1425,5
1426,1
1426,5
1427,24
1427,22
1428,5
1429,1
1429,2
1430,16
1430,17
1430,8
1431,1
1431,7
1432,2
1432,16
1433,22
1434,14
1434,22
1435,1
1436,16
1437,24
1438,23
1438,4
1438,2
1439,23
1440,16
1440,12
1440,11
1441,8
1441,19
1441,12
1442,3
1443,24
1443,18
1443,23
1444,1
1445,5
1445,14
1445,4
1446,2
1446,24
1446,9
1447,22
1448,23
1448,1
1449,4
1449,7
1450,1
1450,5
1450,25
1451,22
1452,23
1452,14
1453,25
1454,25
1455,24
1455,25
1455,23
1456,22
1457,2
1457,22
1457,8
1458,23
1458,24
1458,2
1459,25
1459,1
1459,15
1460,11
1460,15
1460,16
1461,7
1461,16
1461,22
1462,23
1462,17
1462,13
1463,1
1463,21
1463,25
1464,15
1464,3
1465,2
1465,4
1466,9
1466,1
1466,2
1467,14
1467,22
1468,7
1469,6
1469,18
1469,7
1470,1
1471,23
1471,6
1471,4
1472,25
1473,24
1473,22
1474,12
1474,8
1475,23
1475,24
1476,24
1476,14
1477,23
1477,21
1477,25
1478,8
1478,6
1479,14
1479,19
1479,2
1480,15
1480,18
1481,18
1481,7
1481,16
1482,3
1483,25
1484,14
1484,6
1484,2
1485,8
1485,1
1486,3
1487,8
1487,12
1487,24
1488,3
1489,11
1489,8
1490,17
1491,24
1492,24
1492,9
1493,2
1493,11
1494,11
1494,12
1495,22
1495,7
1495,4
1496,21
1496,2
1496,13
1497,21
1497,1
1497,22
1498,24
1498,3
1498,6
1499,23
1500,4
1500,1
1500,8
1501,1
1501,19
1501,7
1502,18
1502,8
1503,6
1503,9
1504,2
1504,4
1505,19
1506,21
1506,19
1507,24
1508,3
1509,22
1510,8
1511,16
1512,1
1512,7
1513,25
1513,1
1514,5
1515,8
1515,13
1515,4
1516,16
1516,4
1517,22
1517,16
1517,6
1518,2
1518,21
1519,19
1519,21
1520,15
1520,11
1520,24
1521,24
1521,1
1521,2
1522,24
1523,23
1523,7
1523,8
1524,1
1524,11
1525,5
1525,4
1526,17
1527,8
1527,16
1528,24
1529,2
1529,15
1530,8
1530,24
1531,5
1532,16
1533,6
1533,14
1534,15
1534,14
1534,22
1535,21
1535,6
1535,1
1536,11
1536,22
1536,3
1537,4
1537,12
1538,16
1538,9
1538,7
1539,8
1539,7
1540,3
1540,5
1541,15
1542,7
1542,19
1543,15
1543,18
1543,22
1544,4
1544,21
1545,4
1545,16
1545,17
1546,14
1546,16
1547,11
1547,1
1548,4
1549,1
1549,19
1549,22
1550,8
1550,11
1550,18
1551,23
1552,9
1553,9
1553,2
1553,13
1554,22
1555,25
1556,16
1557,22
1558,5
1559,1
1559,1
1560,4
1561,21
1562,22
1563,1
1563,16
1563,2
1564,18
1565,9
1566,7
1567,14
1567,2
1567,5
1568,1
1568,15
1568,12
1569,4
1569,23
1569,24
1570,21
1571,1
1572,24
1573,19
1573,4
1574,1
1575,17
1576,22
1576,14
1576,2
1577,15
1578,18
1578,19
1578,24
1579,14
1579,13
1580,15
1580,2
1580,2
1581,3
1582,6
1582,3
1582,1
1583,7
1583,4
1584,2
1585,23
1585,4
1586,16
1586,13
1587,18
1587,1
1587,4
1588,23
1588,22
1588,17
1589,4
1589,9
1590,24
1590,25
1591,2
1591,25
1592,18
1592,23
1592,21
1593,6
1593,12
1594,8
1595,22
1596,17
1596,21
1596,2
1597,15
1598,5
1599,14
1599,22
1600,19
1600,17
1601,25
1602,6
1602,1
1602,13
1603,2
1604,18
1604,1
1605,22
1605,12
1605,16
1606,1
1607,22
1608,7
1608,12
1608,13
1609,17
1609,12
1609,19
1610,2
1610,9
1610,24
1611,14
1612,24
1612,9
1612,22
1613,21
1613,1
1614,17
1614,1
1615,16
1615,25
1616,18
1616,5
1617,15
1617,24
1618,9
1618,4
1619,14
1619,16
1620,16
1620,23
1621,25
1621,12
1622,19
1622,4
